grid_time,grid_iter,ProximalGradient_iter_sopt,ProximalGradientScr_iter_sopt,ProximalGradientRlx_iter_sopt,ProximalGradientScrRlx_iter_sopt
2.1544346900318843,155,8.230937043052222e-12,3.3889557826682906e-16,,
2.31012970008316,157,7.655580197551969e-12,2.0650148258027913e-16,,
2.4770763559917115,159,7.036698723705826e-12,1.1601830607332885e-16,,
2.656087782946687,161,6.1969447628928974e-12,1.0630385460785874e-16,,
2.848035868435802,163,5.204596198460365e-12,1.1601830607332885e-16,,
3.0538555088334154,165,4.263747688248998e-12,1.0727529975440576e-16,,
3.2745491628777286,167,3.552298871722925e-12,7.605027718682323e-17,,
3.511191734215131,169,3.1182838255983114e-12,4.4131365228849975e-17,,
3.7649358067924674,171,2.879511074027619e-12,2.914335439641036e-17,,
4.037017258596554,173,2.6979542211424956e-12,2.969846590872294e-17,,
4.328761281083057,175,2.4659471686838686e-12,3.150257832373882e-17,,
4.641588833612782,177,2.1532110816568916e-12,2.6229018956769322e-17,,
4.9770235643321135,179,1.8006819646476657e-12,1.5543122344752193e-17,,
5.336699231206313,181,1.47906104031037e-12,6.38378239159465e-18,,
5.72236765935022,183,1.2427110729351654e-12,3.7470027081099036e-18,,
6.135907273413176,185,1.1031317526111196e-12,4.718447854656916e-18,,
6.5793322465756825,187,1.0303863318128493e-12,4.718447854656916e-18,,
7.054802310718645,189,9.754763663494259e-13,2.220446049250313e-18,,
7.56463327554629,191,8.982797838896772e-13,,,
8.111308307896872,193,7.860091744138487e-13,,,
8.697490026177835,195,6.542173747181579e-13,,,
9.326033468832199,197,5.325620500151729e-13,,,
10.0,200,4.1766659575337427e-13,,,
